age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
34,no,travel_rarely,277.64,research & development,1,5,,132,2,m,34.705,3,1,research scientist,4,married,2242.5,5830.5,1,no,12,3.0,4,part time,1,,4,2.0,10,8,8,1989,26910.0,yes
33,yes,travel_rarely,290.04,research & development,1,4,other,133,4,m,36.255,3,1,research scientist,4,single,2342.59,6090.75,1,unknown,13,3.0,3,part time,0,10.0,2,2.0,10,7,8,1990,28111.13,0
33,no,non-travel,1032.49,research & development,7,3,medical,134,3,m,129.06125,3,3,research director,3,married,8339.32,21682.23,0,no,11,3.0,4,full time,0,,3,4.0,13,3,7,1990,100071.84,true
53,no,travel_rarely,1582.77,research & development,23,4,,135,4,f,197.84625,3,4,research director,4,unknown,12783.92,33238.2,6,no,18,3.0,3,full time,0,33.0,0,3.0,12,3,8,1970,153407.07,1
49,no,travel_rarely,763.8,research & development,8,2,other,136,1,f,95.475,3,3,laboratory technician,2,married,6169.17,16039.83,4,unknown,11,3.0,3,part time,1,29.0,3,2.0,26,1,7,1974,74030.0,0
35,no,non-travel,1032.49,sales,-21,4,,137,21,m,129.06,3,3,sales executive,4,unknown,8339.32,21682.23,6,unknown,13,3.0,2,part time,1,,2,3.0,10,0,8,1988,100071.84,0
38,no,travel_rarely,910.31,research & development,17,1,life sciences,138,3,f,113.79,2,3,healthcare representative,3,married,7352.5,19116.5,0,unknown,18,3.0,1,part time,1,20.0,4,2.0,19,1,9,1985,88230.0,0
46,no,non-travel,1582.77,unknown,3,1,marketing,139,1,m,197.84625,3,4,manager,3,married,12783.92,33238.2,3,no,12,3.0,4,full time,1,,3,3.0,12,4,9,1977,153407.07,0
36,no,non-travel,556.26,research & development,18,4,,140,1,m,69.53,3,2,manufacturing director,4,single,4492.84,11681.39,2,unknown,20,4.0,1,part time,0,18.0,0,3.0,11,0,9,1987,53914.11,false
42,yes,travel_frequently,1582.77,sales,-15,3,life sciences,141,15,m,197.84625,3,4,sales executive,1,single,12783.9225,33238.2,0,unknown,12,,2,full time,0,,2,2.0,21,13,14,1981,153407.07,yes
34,no,travel_frequently,556.26,research & development,1,3,,142,4,m,69.5325,2,2,healthcare representative,1,single,4492.84,11681.39,0,no,20,4.0,3,full time,0,14.0,3,3.0,13,4,9,1989,53914.08,1
30,no,travel_rarely,369.26,research & development,1,3,medical,143,4,m,46.1575,3,1,research scientist,2,unknown,2982.5,7754.5,0,yes,21,4.0,1,full time,1,12.0,2,3.0,11,5,7,1993,35790.0,1
54,no,travel_rarely,1834.34,research & development,3,3,life sciences,144,4,m,229.2925,3,4,research director,4,married,14815.83,38521.17,3,no,14,3.0,1,full time,0,36.0,2,3.0,10,0,9,1969,177790.0,1
31,no,travel_rarely,556.26,research & development,24,3,medical,145,3,f,69.5325,2,2,healthcare representative,1,single,4492.84,11681.39,1,no,19,,2,part time,0,10.0,2,3.0,10,1,8,1992,53914.11,false
44,no,non-travel,1879.12,unknown,5,3,,146,2,m,234.89,3,5,manager,2,married,15177.5,39461.5,7,no,11,3.0,3,full time,1,26.0,5,3.0,22,3,10,1979,182130.0,true
55,no,non-travel,1400.8,research & development,8,1,,147,4,m,175.1,2,4,healthcare representative,2,divorced,11314.166666666666,29416.83,1,yes,15,3.0,4,full time,1,,3,3.0,33,15,0,1968,135770.0,false
44,no,travel_rarely,1979.92,unknown,4,2,life sciences,148,3,m,247.49,4,5,manager,1,divorced,15991.67,41578.33,1,no,14,3.0,4,full time,2,,4,2.0,25,14,13,1979,191900.0,false
34,no,travel_frequently,556.26,human resources,11,3,life sciences,149,3,m,69.5325,2,2,human resources,2,unknown,4492.84,11681.39,4,no,11,3.0,4,full time,2,14.0,5,4.0,10,1,8,1989,53914.08,1
39,no,non-travel,1766.66,unknown,13,4,,150,3,f,220.83,2,4,manager,2,divorced,14269.166666666666,37099.83,6,yes,13,3.0,4,full time,2,,4,3.0,19,15,2,1984,171230.0,0
55,no,travel_rarely,1979.61,unknown,2,2,medical,151,4,f,247.45125,1,5,manager,3,unknown,15989.17,41571.83,4,unknown,14,,4,full time,1,23.0,5,3.0,19,9,11,1968,191870.0,true
51,no,non-travel,1582.77,unknown,5,3,life sciences,152,3,m,197.85,3,4,manager,2,unknown,12783.92,33238.2,1,unknown,11,3.0,2,full time,1,,2,3.0,33,0,10,1972,153407.07,true
58,yes,non-travel,1032.57,research & development,-14,4,medical,153,14,f,129.07125,2,3,manufacturing director,1,married,8340.0,21684.0,7,unknown,14,3.0,4,full time,0,,0,2.0,10,5,9,1965,100080.0,true
48,no,non-travel,1032.49,research & development,4,3,life sciences,154,4,m,129.06,3,3,manufacturing director,4,single,8339.32,21682.23,1,no,11,3.0,3,part time,0,11.0,2,3.0,10,0,8,1975,100071.84,1
29,no,travel_rarely,824.16,human resources,17,3,,155,2,m,103.02,2,3,human resources,1,single,6656.67,17307.33,1,unknown,13,3.0,1,part time,0,,3,2.0,10,0,9,1994,79880.0,false
34,no,non-travel,556.26,sales,3,3,other,156,4,m,69.5325,1,2,sales executive,1,single,4492.84,11681.39,3,no,18,,4,part time,0,15.0,2,3.0,13,3,12,1989,53914.11,1
42,no,travel_frequently,290.04,research & development,9,2,,157,1,f,36.255,3,1,laboratory technician,4,unknown,2342.59,6090.75,1,unknown,13,3.0,3,full time,0,12.0,3,3.0,12,5,8,1981,28111.08,yes
57,no,travel_rarely,556.26,research & development,1,2,life sciences,158,2,m,69.5325,4,2,research scientist,3,married,4492.84,11681.39,0,no,24,4.0,1,part time,1,13.0,2,2.0,12,2,8,1966,53914.11,true
34,yes,travel_rarely,556.26,sales,24,4,,159,1,f,69.5325,2,2,sales executive,2,single,4492.8425,11681.39,0,yes,23,4.0,3,part time,0,16.0,2,4.0,15,10,10,1989,53914.11,0
54,no,travel_frequently,1582.77,unknown,11,4,medical,160,2,f,197.84625,3,4,manager,4,unknown,12783.92,33238.2,3,no,20,,1,full time,1,26.0,2,3.0,14,1,12,1969,153407.04,1
34,no,travel_rarely,730.79,sales,1,3,,161,4,m,91.35,2,3,sales executive,3,unknown,5902.5,15346.5,1,unknown,14,3.0,4,part time,0,,3,3.0,10,8,6,1989,70830.0,0
29,no,non-travel,487.29,research & development,3,1,medical,162,2,m,60.91125,3,1,laboratory technician,1,single,3935.83,10233.17,1,unknown,18,3.0,4,full time,0,,3,,10,1,5,1994,47229.96,true
35,no,travel_rarely,351.52,research & development,28,3,life sciences,163,2,m,43.94,4,2,laboratory technician,3,unknown,2839.17,7381.83,1,unknown,17,,4,part time,2,,3,2.0,10,6,8,1988,34070.0,true
35,yes,non-travel,556.26,sales,12,4,other,164,4,m,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,3,unknown,24,4.0,1,part time,0,13.0,2,4.0,11,6,7,1988,53914.11,true
34,no,travel_rarely,302.2,research & development,19,3,life sciences,165,2,f,37.77,2,1,research scientist,4,married,2440.83,6346.17,1,no,12,3.0,2,full time,0,10.0,3,3.0,10,8,7,1989,29290.0,1
43,no,non-travel,556.26,sales,2,3,,166,4,m,69.5325,3,2,sales executive,4,unknown,4492.84,11681.39,1,yes,17,3.0,1,part time,1,10.0,3,3.0,10,8,8,1980,53914.11,false
58,no,non-travel,1582.77,unknown,2,3,medical,167,2,m,197.85,3,4,manager,2,divorced,12783.92,33238.2,4,no,22,4.0,4,full time,1,37.0,0,2.0,16,14,14,1965,153407.07,yes
36,no,travel_rarely,556.26,sales,-14,4,,168,14,f,69.5325,2,2,sales executive,3,married,4492.84,11681.39,1,yes,13,3.0,1,part time,1,10.0,4,3.0,10,1,7,1987,53914.11,false
43,no,travel_rarely,1032.49,research & development,11,3,life sciences,169,1,m,129.06,3,3,healthcare representative,3,married,8339.32,21682.23,1,unknown,17,3.0,2,part time,1,10.0,1,3.0,10,0,9,1980,100071.84,1
55,no,non-travel,1973.98,unknown,26,4,human resources,170,3,m,246.75,4,5,manager,2,married,15943.718333333332,41453.67,4,yes,18,3.0,1,full time,1,35.0,0,3.0,10,1,4,1968,191324.62,yes
42,no,non-travel,556.26,research & development,23,2,,171,4,m,69.5325,2,2,research scientist,3,single,4492.8425,11681.39,1,unknown,12,3.0,4,full time,0,20.0,2,3.0,20,3,7,1981,53914.11,true
40,no,non-travel,556.26,research & development,11,3,technical degree,172,4,f,69.5325,3,2,laboratory technician,3,married,4492.84,11681.39,1,unknown,11,,1,full time,1,10.0,2,4.0,10,9,4,1983,53914.08,true
56,yes,non-travel,290.04,research & development,7,2,technical degree,173,4,m,36.255,3,1,laboratory technician,3,married,2342.5941666666668,6090.75,8,no,11,3.0,4,part time,1,14.0,4,1.0,10,9,8,1967,28111.13,yes
39,no,travel_rarely,1241.29,sales,-33,1,marketing,174,33,f,155.16125,2,4,sales executive,4,unknown,10025.83,26067.17,0,unknown,11,3.0,1,full time,1,,2,2.0,20,9,6,1984,120310.0,yes
53,no,travel_rarely,1591.67,unknown,2,4,life sciences,175,1,f,198.96,2,4,manager,4,married,12855.83,33425.17,2,no,16,3.0,3,full time,0,,3,3.0,25,3,7,1970,154270.0,1
27,no,travel_frequently,1032.49,sales,8,3,,176,4,m,129.06125,3,3,sales executive,3,single,8339.32,21682.23,1,no,15,3.0,4,full time,0,9.0,0,3.0,9,1,7,1996,100071.84,0
30,no,travel_frequently,556.26,research & development,1,2,,177,3,f,69.53,3,2,laboratory technician,4,unknown,4492.84,11681.39,1,unknown,23,4.0,4,part time,0,12.0,2,,12,3,7,1993,53914.11,yes
35,no,non-travel,1032.49,sales,18,5,life sciences,178,2,m,129.06125,3,3,sales executive,1,married,8339.32,21682.23,1,unknown,22,4.0,4,full time,1,9.0,3,2.0,9,1,8,1988,100071.84,true
32,no,travel_rarely,635.76,research & development,1,3,medical,179,1,m,79.47,3,2,manufacturing director,4,married,5135.0,13351.0,1,yes,22,4.0,2,full time,1,9.0,3,3.0,9,7,8,1991,61620.0,1
30,no,travel_rarely,528.87,research & development,1,1,life sciences,180,4,m,66.10875,2,2,laboratory technician,4,married,4271.67,11106.33,1,unknown,12,3.0,3,part time,2,,1,,10,3,0,1993,51260.0,0
46,yes,non-travel,992.44,sales,9,2,medical,181,3,m,124.05,2,3,sales executive,4,unknown,8015.83,20841.17,1,no,16,3.0,4,part time,0,9.0,3,3.0,9,4,7,1977,96190.0,false
30,no,travel_rarely,556.26,sales,4,2,,182,3,f,69.5325,2,2,sales executive,2,unknown,4492.84,11681.39,1,yes,12,3.0,2,part time,3,11.0,4,2.0,11,2,7,1993,53914.11,false
32,no,non-travel,516.9,sales,6,4,,183,2,m,64.6125,3,2,sales executive,3,single,4175.0,10855.0,1,no,16,3.0,1,full time,0,12.0,0,3.0,11,5,7,1991,50100.0,1
35,no,travel_rarely,1032.49,sales,-37,5,marketing,184,3,m,129.06125,3,3,sales executive,2,married,8339.32,21682.23,1,unknown,13,3.0,1,part time,2,,3,3.0,10,0,6,1988,100071.84,false
32,no,non-travel,1032.49,sales,8,3,marketing,185,2,f,129.06125,3,3,sales executive,4,single,8339.32,21682.23,1,unknown,14,3.0,4,part time,0,9.0,2,3.0,9,3,7,1991,100071.84,1
41,no,travel_rarely,290.04,research & development,-34,3,life sciences,186,1,m,36.255,3,1,research scientist,3,divorced,2342.5941666666668,6090.75,4,no,12,3.0,1,part time,1,,2,3.0,9,1,8,1982,28111.13,1
40,no,travel_rarely,1963.72,unknown,4,1,medical,187,4,f,245.465,3,5,manager,3,unknown,15860.83,41238.17,1,no,14,3.0,2,full time,1,21.0,2,3.0,20,9,9,1983,190330.0,0
45,no,non-travel,1582.77,unknown,2,2,,188,1,m,197.84625,2,4,manager,4,married,12783.92,33238.2,9,no,23,4.0,4,full time,1,22.0,1,3.0,20,11,8,1978,153407.04,1
32,yes,travel_rarely,1073.02,sales,4,4,,189,4,m,134.1275,1,3,sales executive,4,married,8666.67,22533.33,1,no,11,3.0,3,full time,0,14.0,2,2.0,14,9,8,1991,104000.0,0
30,no,non-travel,1032.49,research & development,1,1,life sciences,190,3,m,129.06,2,3,manufacturing director,3,unknown,8339.32,21682.23,1,no,22,4.0,3,part time,0,,2,3.0,11,5,8,1993,100071.84,1
37,no,non-travel,1032.49,research & development,11,3,,191,2,m,129.06125,3,3,research director,4,unknown,8339.32,21682.23,1,unknown,14,3.0,3,part time,3,,1,3.0,10,0,7,1986,100071.84,true
37,no,non-travel,288.17,sales,4,4,,192,1,m,36.02125,3,1,sales representative,4,divorced,2327.5,6051.5,4,no,17,3.0,3,full time,1,13.0,2,3.0,9,5,8,1986,27930.0,0
40,no,non-travel,556.26,research & development,24,2,technical degree,193,1,m,69.5325,3,2,research scientist,4,unknown,4492.84,11681.39,1,no,17,3.0,1,full time,2,,3,3.0,9,4,7,1983,53914.08,false
36,no,non-travel,585.41,research & development,24,4,,194,2,f,73.17625,3,2,laboratory technician,2,married,4728.33,12293.67,7,unknown,15,3.0,3,full time,1,11.0,3,3.0,9,0,8,1987,56740.0,true
32,no,travel_rarely,556.26,sales,7,3,life sciences,195,4,m,69.5325,2,2,sales executive,3,married,4492.84,11681.39,1,unknown,14,3.0,3,part time,1,13.0,3,2.0,13,4,8,1991,53914.11,true
38,no,non-travel,1032.49,research & development,25,2,life sciences,196,1,f,129.06125,2,3,research director,2,unknown,8339.32,21682.23,3,unknown,17,3.0,3,part time,1,,2,3.0,10,0,1,1985,100071.84,1
30,no,travel_rarely,556.26,research & development,28,2,,197,4,f,69.5325,3,2,research scientist,4,married,4492.84,11681.39,1,no,13,3.0,4,part time,2,11.0,2,3.0,10,1,9,1993,53914.11,yes
39,no,non-travel,1980.64,unknown,1,1,,198,2,m,247.58,3,5,manager,3,unknown,15997.5,41593.5,1,unknown,14,3.0,3,full time,1,21.0,3,3.0,21,1,6,1984,191970.0,true
60,no,non-travel,1973.98,unknown,7,3,life sciences,199,1,f,246.7475,3,5,manager,1,unknown,15943.72,41453.67,5,no,11,3.0,4,full time,0,33.0,5,1.0,29,11,10,1963,191324.62,true
30,no,non-travel,867.9,sales,22,4,other,200,3,f,108.49,3,3,sales executive,1,unknown,7010.0,18226.0,0,unknown,11,3.0,3,part time,0,10.0,3,3.0,9,7,8,1993,84120.0,true
31,no,travel_rarely,1032.49,research & development,9,1,,201,3,m,129.06125,3,3,manufacturing director,2,divorced,8339.32,21682.23,1,no,25,4.0,4,part time,1,,6,4.0,13,0,8,1992,100071.84,yes
33,yes,non-travel,345.43,research & development,3,3,life sciences,202,1,m,43.18,3,1,research scientist,1,single,2790.0,7254.0,1,yes,11,3.0,1,full time,0,,3,3.0,10,9,7,1990,33480.0,false
50,no,non-travel,290.04,research & development,28,1,medical,203,4,m,36.255,4,1,laboratory technician,3,married,2342.59,6090.75,1,yes,11,,3,full time,3,20.0,3,3.0,20,3,8,1973,28111.08,yes
32,no,non-travel,547.75,research & development,24,4,life sciences,204,1,m,68.47,3,2,laboratory technician,4,unknown,4424.17,11502.83,1,no,15,,4,part time,2,10.0,2,3.0,10,4,7,1991,53090.0,yes
42,no,non-travel,556.26,research & development,29,3,,205,2,m,69.5325,3,2,manufacturing director,2,unknown,4492.84,11681.39,1,unknown,13,3.0,4,full time,1,10.0,3,2.0,9,7,8,1981,53914.08,true
49,yes,non-travel,789.7,sales,11,3,marketing,206,3,f,98.7125,3,3,sales executive,4,married,6378.33,16583.67,1,no,18,3.0,1,part time,2,,3,4.0,9,7,7,1974,76540.0,0
27,no,non-travel,1321.46,research & development,5,1,,207,3,m,165.1825,2,3,research director,4,divorced,10673.33,27750.67,1,unknown,16,3.0,2,full time,1,,3,3.0,9,0,8,1996,128080.0,yes
33,no,travel_rarely,556.26,sales,1,3,medical,208,1,m,69.53,4,2,sales executive,1,divorced,4492.84,11681.39,1,unknown,22,,1,part time,1,9.0,5,3.0,9,0,8,1990,53914.11,yes
52,no,non-travel,1582.77,research & development,-26,4,,209,3,f,197.84625,2,4,manufacturing director,4,married,12783.92,33238.2,3,no,22,4.0,3,full time,0,31.0,3,3.0,9,0,0,1971,153407.07,false
32,no,non-travel,556.26,sales,5,2,life sciences,210,2,m,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,1,no,14,3.0,4,part time,1,10.0,3,3.0,10,5,3,1991,53914.11,1
36,no,non-travel,679.51,research & development,14,1,life sciences,211,3,m,84.93875,3,2,healthcare representative,4,unknown,5488.33,14269.67,0,unknown,17,3.0,1,full time,1,,2,2.0,16,4,11,1987,65860.0,0
31,no,non-travel,556.26,sales,20,2,,212,4,f,69.5325,3,2,sales executive,3,unknown,4492.84,11681.39,1,unknown,13,3.0,4,full time,1,,2,2.0,9,0,0,1992,53914.11,false
36,no,travel_rarely,259.9,research & development,2,4,medical,213,3,m,32.49,3,1,laboratory technician,3,single,2099.17,5457.83,4,no,21,4.0,3,part time,0,,6,3.0,11,3,9,1987,25190.0,true
52,no,non-travel,1764.18,unknown,1,2,life sciences,214,4,m,220.5225,3,4,manager,4,married,14249.166666666666,37047.83,2,unknown,15,3.0,2,full time,1,26.0,2,,9,7,8,1971,170990.0,1
33,no,non-travel,1582.77,unknown,17,3,,215,4,m,197.84625,3,4,manager,3,single,12783.92,33238.2,1,unknown,11,3.0,4,full time,0,10.0,2,3.0,10,6,0,1990,153407.07,0
45,no,non-travel,556.26,research & development,23,2,life sciences,216,4,m,69.5325,3,2,laboratory technician,1,unknown,4492.84,11681.39,1,yes,15,3.0,3,part time,1,9.0,2,3.0,9,0,8,1978,53914.11,1
thirty-six,no,travel_rarely,1032.49,research & development,12,5,,217,4,f,129.06,2,3,manufacturing director,4,unknown,8339.32,21682.23,0,unknown,11,3.0,2,part time,0,15.0,2,2.0,14,7,8,1987,100071.84,1
49,no,non-travel,1353.65,sales,8,4,,218,4,m,169.20625,2,4,sales executive,2,unknown,10933.33,28426.67,6,unknown,17,3.0,2,full time,1,22.0,3,3.0,9,2,3,1974,131200.0,false
29,yes,non-travel,1032.49,sales,23,1,,219,4,f,129.06125,2,3,sales executive,1,unknown,8339.32,21682.23,1,unknown,13,,1,part time,1,11.0,3,1.0,11,3,10,1994,100071.84,true
29,no,non-travel,323.04,research & development,6,1,,220,2,f,40.38,3,1,laboratory technician,4,married,2609.17,6783.83,1,unknown,13,3.0,1,full time,1,,5,3.0,10,0,8,1994,31310.04,false
37,no,non-travel,556.26,research & development,1,3,life sciences,221,4,f,69.5325,2,2,manufacturing director,4,married,4492.84,11681.39,1,unknown,13,3.0,2,part time,1,14.0,2,2.0,14,3,11,1986,53914.11,1
33,no,travel_rarely,1032.49,sales,10,5,,222,4,m,129.06,4,3,sales executive,3,unknown,8339.32,21682.23,0,unknown,14,3.0,4,part time,2,,3,3.0,9,0,8,1990,100071.84,yes
34,no,travel_frequently,458.51,research & development,19,3,medical,223,3,f,57.31375,3,2,laboratory technician,2,divorced,3703.3333333333335,9628.67,4,no,13,3.0,3,part time,2,15.0,2,4.0,11,5,10,1989,44440.0,true
28,no,non-travel,688.59,research & development,1,3,,224,3,f,86.07375,1,2,laboratory technician,4,married,5561.67,14460.33,0,no,11,3.0,1,full time,3,10.0,6,3.0,9,7,5,1995,66740.04000000001,1
31,no,non-travel,1016.48,sales,2,4,,225,4,f,127.06,3,3,sales executive,3,unknown,8210.0,21346.0,1,yes,19,3.0,1,part time,1,10.0,5,2.0,10,9,6,1992,98520.0,true
42,no,non-travel,1842.8,unknown,2,1,life sciences,226,3,m,230.35,3,4,manager,3,unknown,14884.17,38698.83,0,yes,13,,4,full time,0,21.0,3,2.0,20,2,10,1981,178610.0,false
40,no,travel_rarely,556.26,research & development,2,3,life sciences,227,3,m,69.5325,3,2,research scientist,4,single,4492.8425,11681.39,1,unknown,13,3.0,3,part time,0,9.0,4,3.0,9,8,8,1983,53914.11,true
34,no,non-travel,556.26,sales,15,2,medical,228,3,f,69.5325,3,2,sales executive,1,single,4492.84,11681.39,1,unknown,12,3.0,4,full time,0,,6,4.0,10,9,6,1989,53914.08,1
58,no,travel_rarely,1973.98,research & development,1,3,,229,4,f,246.7475,3,5,research director,1,unknown,15943.718333333332,41453.67,3,unknown,21,4.0,3,full time,1,,3,3.0,9,1,5,1965,191324.62,false
31,yes,travel_frequently,768.24,research & development,1,5,,230,3,f,96.03,4,3,manufacturing director,2,unknown,6205.0,16133.0,1,unknown,11,3.0,1,full time,0,,2,3.0,10,4,7,1992,74460.0,1
40,no,non-travel,1419.37,research & development,8,1,,231,4,m,177.42125,2,3,research director,2,unknown,11464.17,29806.83,2,no,11,3.0,3,full time,1,16.0,5,3.0,9,4,8,1983,137570.0,1
53,no,non-travel,1712.49,research & development,2,3,medical,232,4,m,214.06125,4,4,research director,2,single,13831.67,35962.33,4,no,12,3.0,2,full time,0,35.0,2,2.0,9,8,8,1970,165980.0,true
34,no,non-travel,1582.77,research & development,15,3,,233,2,m,197.85,3,4,research director,1,unknown,12783.92,33238.2,7,unknown,14,3.0,4,full time,2,16.0,3,2.0,14,6,9,1989,153407.07,1
35,no,travel_rarely,1032.49,research & development,16,3,life sciences,234,4,f,129.06125,2,3,healthcare representative,2,single,8339.32,21682.23,1,no,19,3.0,4,full time,0,,3,1.0,11,3,3,1988,100071.84,true
37,no,non-travel,442.1,research & development,13,3,,235,1,m,55.26,3,2,research scientist,4,married,3570.8333333333335,9284.17,1,unknown,17,3.0,1,part time,0,,2,3.0,10,3,7,1986,42850.0,yes
42,no,travel_frequently,1044.54,research & development,2,3,,236,4,m,130.5675,3,3,healthcare representative,4,unknown,8436.666666666666,21935.33,2,yes,14,3.0,3,full time,1,24.0,3,1.0,20,13,9,1981,101240.0,true
45,no,non-travel,1032.49,research & development,1,4,,237,1,m,129.06125,3,3,healthcare representative,2,divorced,8339.32,21682.23,1,unknown,12,3.0,1,part time,3,,4,3.0,10,7,7,1978,100071.84,1
30,yes,travel_rarely,1002.24,sales,1,3,,238,2,m,125.28,2,2,sales executive,1,married,8095.0,21047.0,1,no,11,3.0,4,full time,1,,4,3.0,10,6,7,1993,97140.0,yes
38,no,travel_rarely,1023.9,sales,14,3,life sciences,239,3,m,127.9875,3,2,sales executive,2,married,8270.0,21502.0,0,unknown,11,3.0,4,full time,1,10.0,3,3.0,9,7,7,1985,99240.0,1
50,no,non-travel,1160.2,research & development,20,5,medical,240,2,m,145.025,3,4,healthcare representative,3,unknown,9370.833333333334,24364.17,2,unknown,15,3.0,3,full time,1,32.0,3,3.0,30,12,13,1973,112450.0,0
39,no,travel_rarely,316.64,research & development,3,2,,241,3,m,39.58,2,2,laboratory technician,3,unknown,2557.5,6649.5,0,unknown,15,3.0,4,full time,1,,3,,10,0,7,1984,30690.0,true
34,no,travel_rarely,556.26,research & development,3,3,,242,4,f,69.5325,3,2,research scientist,2,unknown,4492.84,11681.39,1,no,12,3.0,3,part time,1,11.0,2,3.0,11,7,9,1989,53914.11,true
54,no,travel_rarely,1582.77,unknown,22,5,,243,2,f,197.84625,3,4,manager,3,unknown,12783.9225,33238.2,3,unknown,25,4.0,3,full time,1,36.0,6,3.0,10,4,7,1969,153407.07,yes
41,no,travel_rarely,953.44,sales,6,3,marketing,244,4,m,119.18,3,3,sales executive,3,unknown,7700.83,20022.17,1,no,12,3.0,2,part time,0,,3,3.0,10,8,7,1982,92410.0,false
39,no,non-travel,667.75,research & development,1,3,life sciences,245,4,m,83.47,3,2,laboratory technician,4,married,5393.33,14022.67,1,unknown,15,3.0,4,full time,1,,2,3.0,9,5,8,1984,64720.0,1
